Location,Time,Sex,Per_Hour_Coded,Per_Month_Coded,Mean Speed (m/min),Pedestrian Density (Peds/m2),Pedestrian Flow (peds/m/min)
Entebbe,AM,F,Hour 1,Month 1,79.17065262,3.196125857,15.79296469
Entebbe,AM,F,Hour 2,Month 2,69.74036238,4.81330709,30.68277757
Entebbe,AM,F,Hour 3,Month 3,65.71016215,4.526993173,29.82184603
Entebbe,AM,F,Hour 3,Month 1,68.72298304,4.520312636,32.93869296
Entebbe,AM,F,Hour 1,Month 2,74.19586395,4.678189664,58.1756123
Entebbe,AM,F,Hour 3,Month 2,82.40853108,3.277655414,75.67998932
Entebbe,AM,F,Hour 1,Month 3,74.32176496,4.481275431,53.81683758
Entebbe,AM,F,Hour 1,Month 3,71.0055392,1.984856347,25.03394441
Entebbe,AM,F,Hour 2,Month 2,87.56114122,1.825978134,39.30518903
Entebbe,AM,F,Hour 1,Month 1,69.73420574,5.003097191,51.46537272
Entebbe,AM,F,Hour 1,Month 2,83.25589322,2.885398261,56.16559292
Entebbe,AM,F,Hour 1,Month 2,68.98698121,5.612251745,63.35713009
Entebbe,AM,F,Hour 1,Month 3,64.55928993,4.759625006,54.51808725
Entebbe,AM,F,Hour 2,Month 2,81.65366251,3.079583712,34.58276218
Entebbe,AM,F,Hour 2,Month 3,68.03775072,3.528818715,48.38958404
Entebbe,AM,F,Hour 2,Month 2,72.36538773,3.944960775,23.93142702
Entebbe,AM,F,Hour 3,Month 3,68.99699365,3.734184248,34.48890802
Entebbe,AM,F,Hour 1,Month 1,75.86937393,4.543665734,42.04742366
Entebbe,AM,F,Hour 2,Month 2,67.74127592,3.431731281,45.2320206
Entebbe,AM,F,Hour 1,Month 1,84.24426461,2.873373639,32.31591458
Entebbe,AM,F,Hour 3,Month 2,75.70039072,4.544943596,30.59098347
Entebbe,AM,F,Hour 2,Month 2,72.56369659,4.474400293,45.6405114
Entebbe,AM,F,Hour 3,Month 2,82.64434212,3.111604892,48.98748538
Entebbe,AM,F,Hour 2,Month 1,68.33251197,2.547306516,32.77361272
Entebbe,AM,F,Hour 3,Month 1,75.13012737,2.055020938,35.33735535
Entebbe,AM,F,Hour 2,Month 1,63.41257363,4.354362255,1.435966578
Entebbe,AM,F,Hour 2,Month 2,64.09965236,5.139841909,60.6448437
Entebbe,AM,F,Hour 2,Month 3,52.12139777,5.667647325,24.22929387
Entebbe,AM,F,Hour 2,Month 1,88.62640184,1.267136123,9.136230436
Entebbe,AM,F,Hour 2,Month 2,62.15488299,5.806892268,35.19006309
Entebbe,AM,F,Hour 2,Month 3,63.31669812,5.027058842,65.9537576
Entebbe,AM,F,Hour 2,Month 3,71.50795351,3.390476844,40.94447386
Entebbe,AM,F,Hour 3,Month 3,74.33228187,4.564182369,62.11530466
Entebbe,AM,F,Hour 1,Month 1,73.14607948,1.431628849,41.11047615
Entebbe,AM,F,Hour 1,Month 3,58.65483635,4.039137951,42.82634515
Entebbe,AM,F,Hour 2,Month 3,72.83523828,5.384550787,36.45023386
Entebbe,AM,F,Hour 2,Month 3,72.37014696,4.956548332,35.79023547
Entebbe,AM,F,Hour 2,Month 1,78.55148635,2.568793679,48.11362449
Entebbe,AM,F,Hour 1,Month 2,64.1205593,4.337749219,24.83262314
Entebbe,AM,F,Hour 1,Month 2,64.86929051,7.121096036,52.29864347
Entebbe,AM,F,Hour 1,Month 2,99.15876006,0.341450696,30.16158952
Entebbe,AM,F,Hour 2,Month 1,70.08671301,3.602910761,60.9810179
Entebbe,AM,F,Hour 3,Month 2,54.28898931,4.765082612,43.54122549
Entebbe,AM,F,Hour 1,Month 1,82.62449919,2.523249745,45.86141811
Entebbe,AM,F,Hour 1,Month 1,51.51471937,5.0034187,40.2198829
Entebbe,AM,F,Hour 1,Month 2,74.41027787,3.824693983,20.40733631
Entebbe,AM,F,Hour 2,Month 1,67.90941431,4.306492292,37.88750803
Entebbe,AM,F,Hour 3,Month 3,69.72424778,3.089949374,28.9141433
Entebbe,AM,F,Hour 1,Month 1,67.92404487,5.238822398,9.998471862
Entebbe,AM,F,Hour 1,Month 3,87.43957926,3.172083645,62.84325808
Entebbe,AM,F,Hour 3,Month 2,59.37804977,5.411314468,44.25469573
Entebbe,AM,F,Hour 2,Month 2,72.96311549,4.066451499,58.82033291
Entebbe,AM,F,Hour 3,Month 2,62.01000407,5.110917396,47.81562922
Entebbe,AM,F,Hour 1,Month 2,79.20062975,3.067803757,54.80813895
Entebbe,AM,F,Hour 3,Month 2,58.95888555,5.538448476,49.23886714
Entebbe,AM,F,Hour 3,Month 3,75.92510675,2.619851233,35.57069597
Entebbe,AM,F,Hour 1,Month 1,54.22382627,6.204155015,65.30103793
Entebbe,AM,F,Hour 1,Month 2,66.9199795,4.410239412,32.62343208
Entebbe,AM,F,Hour 3,Month 2,77.82919332,3.023381602,55.54930182
Entebbe,AM,F,Hour 2,Month 3,89.37996771,0.869855525,64.52683898
Entebbe,AM,F,Hour 1,Month 3,85.98460494,2.343369289,37.94402938
Entebbe,AM,F,Hour 2,Month 2,77.1895673,4.28848567,55.69322006
Entebbe,AM,F,Hour 3,Month 1,67.52560951,4.941477406,62.69105361
Entebbe,AM,F,Hour 1,Month 1,83.23592996,2.031510669,58.60203484
Entebbe,AM,F,Hour 2,Month 1,64.85400074,4.244056387,57.55385561
Entebbe,AM,F,Hour 2,Month 3,57.74016557,4.937309561,59.24559265
Entebbe,AM,F,Hour 1,Month 2,78.61948465,3.237084797,47.89629386
Entebbe,AM,F,Hour 3,Month 3,64.97885628,4.412539447,53.44565505
Entebbe,AM,F,Hour 2,Month 2,68.58372711,3.568675697,37.64405592
Entebbe,AM,F,Hour 1,Month 2,88.37787585,2.060439779,29.86256003
Entebbe,AM,F,Hour 1,Month 1,51.29449456,5.450926249,30.17445024
Entebbe,AM,F,Hour 1,Month 3,90.38073093,1.529300797,25.95045429
Entebbe,AM,F,Hour 3,Month 3,66.53656447,2.81227513,27.45272023
Entebbe,AM,F,Hour 1,Month 1,91.6096035,2.03303353,18.88837615
Entebbe,AM,F,Hour 2,Month 2,71.59452696,4.428732942,14.87723856
Entebbe,AM,F,Hour 1,Month 3,59.35213627,4.288924799,40.41977467
Entebbe,AM,F,Hour 2,Month 3,70.27628638,4.188727737,57.51770346
Entebbe,AM,F,Hour 2,Month 2,66.44119206,3.66130074,27.06003069
Entebbe,AM,F,Hour 1,Month 3,60.21861983,3.326902559,22.30546944
Entebbe,AM,F,Hour 1,Month 3,84.04804488,3.335827283,25.47575036
Entebbe,AM,F,Hour 1,Month 1,63.50757654,4.120053049,46.92901771
Entebbe,AM,F,Hour 2,Month 1,81.874817,3.919981972,25.38850512
Entebbe,AM,F,Hour 1,Month 1,94.67963497,1.315957594,69.7022326
Entebbe,AM,F,Hour 1,Month 2,74.24280127,5.111877561,46.21460661
Entebbe,AM,F,Hour 2,Month 2,65.22031004,4.248183964,36.75710444
Entebbe,AM,F,Hour 1,Month 1,64.42465089,4.750234777,51.81454333
Entebbe,AM,F,Hour 2,Month 3,67.75079535,4.378242218,33.74965525
Entebbe,AM,F,Hour 1,Month 2,65.41929716,4.127429204,21.27233867
Entebbe,AM,F,Hour 1,Month 3,67.05044268,4.579761663,8.397378014
Entebbe,AM,F,Hour 3,Month 2,70.80269246,3.971380968,41.4637046
Entebbe,AM,F,Hour 1,Month 1,68.940999,4.045959509,73.27227582
Entebbe,AM,F,Hour 1,Month 3,64.49892452,4.71218448,15.97762551
Entebbe,AM,F,Hour 1,Month 2,82.76817231,1.459543299,16.90848936
Entebbe,AM,F,Hour 1,Month 2,64.83501337,3.936611229,53.34524895
Entebbe,AM,F,Hour 1,Month 2,56.4566439,6.231686334,55.47543176
Entebbe,AM,F,Hour 1,Month 1,58.99076984,5.92894632,39.22197865
Entebbe,AM,F,Hour 2,Month 2,61.80671962,3.689140124,36.38068683
Entebbe,AM,F,Hour 2,Month 1,58.3864506,6.350752226,55.10848799
Entebbe,AM,F,Hour 3,Month 3,78.63192605,3.492997278,43.63680925
Entebbe,AM,F,Hour 2,Month 1,70.50527855,4.334753027,45.87692991
Entebbe,AM,F,Hour 2,Month 3,57.47381193,6.105247423,52.79170027
Entebbe,AM,F,Hour 1,Month 3,68.33834418,4.970232845,71.54830334
Entebbe,AM,F,Hour 1,Month 3,71.47687585,3.204021299,23.06472306
Entebbe,AM,F,Hour 1,Month 3,73.32253619,3.844853548,51.61837569
Entebbe,AM,F,Hour 1,Month 3,74.02711481,2.908204571,35.80768156
Entebbe,AM,F,Hour 1,Month 1,76.34360905,3.613936581,36.53499413
Entebbe,AM,F,Hour 1,Month 3,52.52428612,4.833511949,5.928078005
Entebbe,AM,F,Hour 1,Month 1,68.01789348,3.684258845,60.17094288
Entebbe,AM,F,Hour 3,Month 2,55.19605013,3.935295648,50.44862967
Entebbe,AM,F,Hour 1,Month 1,45.65205986,6.625578602,20.96681626
Entebbe,AM,F,Hour 2,Month 2,70.1246985,3.81795695,42.45518621
Entebbe,AM,F,Hour 2,Month 1,53.46179716,4.751779353,41.95136843
Entebbe,AM,F,Hour 1,Month 3,66.21164189,3.597585372,46.02624986
Entebbe,AM,F,Hour 1,Month 2,79.03722728,2.415512553,46.64655447
Entebbe,AM,F,Hour 2,Month 3,82.23847782,1.803330851,70.4399517
Entebbe,AM,F,Hour 1,Month 3,67.26262712,4.339180285,29.78796064
Entebbe,AM,F,Hour 3,Month 1,74.28133692,2.576014424,43.64375341
Entebbe,AM,F,Hour 1,Month 2,83.49590458,2.170243579,54.81888708
Entebbe,AM,F,Hour 2,Month 1,76.00347975,3.23751019,39.20594439
Entebbe,AM,F,Hour 3,Month 3,51.23047744,4.678948233,27.23622574
Entebbe,AM,F,Hour 2,Month 1,85.68554388,2.251872268,14.6474065
Entebbe,AM,F,Hour 2,Month 2,69.12006518,5.476954646,51.95062035
Entebbe,AM,F,Hour 2,Month 1,71.35031359,3.967126897,48.99395705
Entebbe,AM,F,Hour 1,Month 1,56.56909364,5.328335809,19.91900276
Entebbe,AM,F,Hour 2,Month 2,78.08163894,3.326566931,15.31574549
Entebbe,AM,F,Hour 1,Month 3,66.33134052,3.603508468,23.11896086
Entebbe,AM,F,Hour 3,Month 3,65.27984132,5.330401731,72.25617936
Entebbe,AM,F,Hour 2,Month 1,64.09096896,4.945394524,23.83091806
Entebbe,AM,F,Hour 2,Month 3,75.10477648,3.212460005,38.90131366
Entebbe,AM,F,Hour 3,Month 2,65.4164308,3.886426608,12.09219086
Entebbe,AM,F,Hour 1,Month 3,77.90595016,4.082414402,20.51603784
Entebbe,AM,F,Hour 2,Month 2,69.48161997,2.491039062,32.76065999
Entebbe,AM,F,Hour 1,Month 3,81.63178718,4.069735996,42.27302419
Entebbe,AM,F,Hour 1,Month 1,69.67278485,4.352381142,40.99430514
Entebbe,AM,F,Hour 1,Month 3,63.63104804,5.299651431,31.88348402
Entebbe,AM,F,Hour 2,Month 2,75.71423542,3.701213412,75.0274193
Entebbe,AM,F,Hour 1,Month 1,74.49133689,1.658336438,40.89510008
Entebbe,AM,F,Hour 3,Month 2,68.75457816,4.290552122,51.59033419
Entebbe,AM,F,Hour 2,Month 1,63.61665767,5.123931751,28.80180472
Entebbe,AM,F,Hour 2,Month 1,68.04065843,4.976443615,40.41283299
Entebbe,AM,F,Hour 1,Month 2,64.7951067,4.325759092,56.70215084
Entebbe,AM,F,Hour 2,Month 2,59.43763035,5.331313,40.87239961
Entebbe,AM,F,Hour 1,Month 2,70.43038864,5.519190093,41.65936521
Entebbe,AM,F,Hour 1,Month 1,83.91664752,2.087274826,22.28002923
Entebbe,AM,F,Hour 1,Month 2,61.97745555,3.639508806,33.47943367
Entebbe,AM,F,Hour 2,Month 2,67.96110232,6.035911483,33.53498827
Entebbe,AM,F,Hour 2,Month 3,61.75419012,4.891417928,43.5949632
Entebbe,AM,F,Hour 2,Month 3,57.35157468,5.951068357,45.24494619
Entebbe,AM,F,Hour 3,Month 1,58.71295082,6.202232601,32.46540564
Entebbe,AM,F,Hour 3,Month 2,75.14715776,3.961141587,46.26652933
Entebbe,AM,F,Hour 1,Month 2,68.39269756,5.110849347,40.83286294
Entebbe,AM,F,Hour 1,Month 2,59.70550864,5.284408328,11.55106526
Entebbe,AM,F,Hour 2,Month 2,74.06955611,5.777573508,46.94834284
Entebbe,AM,F,Hour 1,Month 2,86.63140151,2.164253006,44.59306523
Entebbe,AM,F,Hour 1,Month 1,66.24686605,5.201429591,45.67298902
Entebbe,AM,F,Hour 2,Month 3,63.21889276,6.011944769,42.74749595
Entebbe,AM,F,Hour 1,Month 3,71.59497096,4.331879712,55.58419496
Entebbe,AM,F,Hour 3,Month 2,66.84202232,2.895370011,50.24857495
Entebbe,AM,F,Hour 2,Month 2,65.28146617,3.338145612,53.00793646
Entebbe,AM,F,Hour 2,Month 2,78.40643636,2.809531921,71.76832696
Entebbe,AM,F,Hour 1,Month 1,69.67329546,3.827757956,42.77367872
Entebbe,AM,F,Hour 1,Month 3,84.2032791,2.191362175,23.95397968
Entebbe,AM,F,Hour 3,Month 1,74.44641802,2.256478297,34.80889363
Entebbe,AM,F,Hour 3,Month 1,76.38690242,4.254883243,23.20667082
Entebbe,AM,F,Hour 1,Month 2,68.13711837,4.324352823,43.7169992
Entebbe,AM,F,Hour 1,Month 1,80.20854551,3.083748675,72.18387391
Entebbe,AM,F,Hour 1,Month 3,79.48748471,2.625288666,48.75542137
Entebbe,AM,F,Hour 1,Month 3,89.59686811,3.905084599,42.56434749
Entebbe,AM,F,Hour 1,Month 3,77.33926246,4.579467321,28.68841099
Entebbe,AM,F,Hour 3,Month 1,67.32147461,3.958537017,39.6183679
Entebbe,AM,F,Hour 3,Month 2,39.93510604,7.502742713,52.09625814
Entebbe,AM,F,Hour 2,Month 2,64.94075731,4.33971438,58.86662954
Entebbe,AM,F,Hour 3,Month 2,67.52673953,5.213399447,33.13768351
Entebbe,AM,F,Hour 3,Month 2,63.28024807,4.567877048,19.5447904
Entebbe,AM,F,Hour 1,Month 3,83.09715684,1.852684264,49.92444965
Entebbe,AM,F,Hour 2,Month 3,72.53753032,4.557687646,28.2158823
Entebbe,AM,F,Hour 2,Month 1,68.9525662,2.819807651,41.38080832
Entebbe,AM,F,Hour 1,Month 3,84.36459513,2.415322261,41.9886866
Entebbe,AM,F,Hour 1,Month 2,65.61263406,5.17991699,52.00740637
Entebbe,AM,F,Hour 2,Month 1,85.97308343,2.960922845,41.22428023
Entebbe,AM,F,Hour 2,Month 1,78.01303597,3.286705455,38.34087868
Entebbe,AM,F,Hour 2,Month 2,72.17213571,3.052926303,50.20243994
Entebbe,AM,F,Hour 1,Month 2,65.5665329,4.087957304,44.39350538
Entebbe,AM,F,Hour 2,Month 1,69.46704378,3.880527815,60.66662846
Entebbe,AM,F,Hour 3,Month 2,55.59407775,3.90597365,23.0347375
Entebbe,AM,F,Hour 1,Month 2,79.42968053,3.784530715,55.36520841
Entebbe,AM,F,Hour 2,Month 1,75.17411171,4.164948502,51.71434433
Entebbe,AM,F,Hour 1,Month 3,90.87174579,2.017093546,20.30841441
Entebbe,AM,F,Hour 3,Month 3,80.20062662,2.912781261,41.47968582
Entebbe,AM,F,Hour 1,Month 3,80.50779209,3.528807372,45.05893062
Entebbe,AM,F,Hour 1,Month 3,55.49578459,4.99279037,36.67552601
Entebbe,AM,F,Hour 1,Month 1,47.11458753,7.459088672,36.17262715
Entebbe,AM,F,Hour 2,Month 1,55.76358108,4.755629264,49.7542432
Entebbe,AM,F,Hour 1,Month 2,81.5266444,2.309821293,42.0433323
Entebbe,AM,F,Hour 1,Month 1,73.12938786,3.741699731,51.77341555
Entebbe,AM,F,Hour 3,Month 1,58.55311331,5.65151426,38.86737021
Entebbe,AM,F,Hour 1,Month 1,93.13406725,1.874341498,20.82357508
Entebbe,AM,F,Hour 1,Month 1,56.33639278,4.821212249,41.90508931
Entebbe,AM,F,Hour 1,Month 1,70.81556692,2.386451129,44.20704236
Entebbe,AM,F,Hour 1,Month 2,53.40770492,6.816913332,51.58539133
Entebbe,AM,F,Hour 1,Month 1,87.637567,1.978300249,37.06477651
Entebbe,AM,F,Hour 1,Month 2,69.1724155,1.339021751,78.88502755
Entebbe,AM,F,Hour 1,Month 3,78.33275653,2.758501198,74.66093932
Entebbe,AM,F,Hour 1,Month 1,66.78966756,3.871830172,36.60004224
Entebbe,AM,F,Hour 2,Month 3,84.30877669,1.542292924,31.12847664
Entebbe,AM,F,Hour 1,Month 2,48.06406178,7.626950101,55.36060221
Entebbe,AM,F,Hour 3,Month 2,72.53178204,3.169304899,44.87413584
Entebbe,AM,F,Hour 1,Month 2,65.10227912,3.780686787,46.76812013
Entebbe,AM,F,Hour 1,Month 3,82.47894632,3.16262489,34.02916384
Entebbe,AM,F,Hour 1,Month 3,66.28931315,6.584330116,45.15398326
Entebbe,AM,F,Hour 2,Month 2,67.12562301,5.306348554,43.70123136
Entebbe,AM,F,Hour 1,Month 3,73.35537275,1.723719937,42.18846337
Entebbe,AM,F,Hour 3,Month 1,74.85779605,5.583492099,36.14237297
Entebbe,AM,F,Hour 2,Month 3,67.29810648,4.011263718,52.4320318
Entebbe,AM,F,Hour 2,Month 1,56.52873807,7.236549234,41.28106213
Entebbe,AM,F,Hour 1,Month 1,82.4938926,2.569501075,34.24287763
Entebbe,AM,F,Hour 2,Month 3,75.71239194,3.920131072,26.2236868
Entebbe,AM,F,Hour 1,Month 2,63.39647089,5.445929688,39.14406945
Entebbe,AM,F,Hour 1,Month 1,77.31112322,3.212211453,47.49013179
Entebbe,AM,F,Hour 2,Month 3,82.07865258,2.955890167,20.51013911
Entebbe,AM,F,Hour 1,Month 1,56.93376521,5.343838742,44.93211267
Entebbe,AM,F,Hour 3,Month 3,75.31176985,3.126360815,46.20421056
Entebbe,AM,F,Hour 1,Month 1,75.72529259,2.911367906,42.54562765
Entebbe,AM,F,Hour 1,Month 3,101.2571847,1.219718607,35.42709367
Entebbe,AM,F,Hour 1,Month 1,60.9850174,5.298419015,42.87125562
Entebbe,AM,F,Hour 1,Month 3,66.47121357,4.571086414,53.03147159
Entebbe,AM,F,Hour 2,Month 3,44.41339007,5.887718516,51.04579279
Entebbe,AM,F,Hour 3,Month 2,74.3756855,2.854432256,52.11192448
Entebbe,AM,F,Hour 1,Month 1,96.04508442,1.524001708,39.4345782
Entebbe,AM,F,Hour 3,Month 1,81.86690537,0.745570818,28.91081996
Entebbe,AM,F,Hour 3,Month 3,72.93781966,5.639214961,40.35742116
Entebbe,AM,F,Hour 2,Month 3,70.49093049,3.219913651,52.96629132
Entebbe,AM,F,Hour 1,Month 3,70.94007637,3.704294972,60.86647203
Entebbe,AM,F,Hour 1,Month 2,59.10052067,4.163921178,17.75914778
Entebbe,AM,F,Hour 3,Month 3,45.2137108,7.364247723,70.12028721
Entebbe,AM,F,Hour 2,Month 2,76.58852378,2.81908191,33.58284211
Entebbe,AM,F,Hour 1,Month 1,55.15495505,6.787351588,46.51219541
Entebbe,AM,F,Hour 2,Month 3,58.20360376,4.384375753,43.15808051
Entebbe,AM,F,Hour 3,Month 2,65.46616829,4.959880687,35.32833898
Entebbe,AM,F,Hour 1,Month 2,66.85329792,3.017410772,60.1818856
Entebbe,AM,F,Hour 1,Month 1,81.74771261,2.447158218,20.56646765
Entebbe,AM,F,Hour 3,Month 2,61.02544161,4.416922433,28.34895838
Entebbe,AM,F,Hour 1,Month 2,98.49650807,1.759324069,43.21384723
Entebbe,AM,F,Hour 2,Month 3,68.28523723,4.654036674,34.50784915
Entebbe,AM,F,Hour 2,Month 1,82.11832691,2.707052299,30.42549768
Entebbe,AM,F,Hour 2,Month 1,71.83144633,3.835549369,50.25377418
Entebbe,AM,F,Hour 1,Month 1,80.89249436,0.649850234,27.8090984
Entebbe,AM,F,Hour 2,Month 1,65.73037106,4.004597292,15.14217834
Entebbe,AM,F,Hour 1,Month 3,91.74122378,2.21036888,26.06299476
Entebbe,AM,F,Hour 2,Month 2,72.05370598,4.454586052,49.56390533
Entebbe,AM,F,Hour 2,Month 3,72.76240339,4.003107118,25.23419097
Entebbe,AM,F,Hour 3,Month 1,89.26473098,0.549630824,34.5543525
Entebbe,AM,F,Hour 3,Month 2,62.80789415,4.752737775,13.78822482
Entebbe,AM,F,Hour 2,Month 2,74.74991702,4.249643319,42.7680148
Entebbe,AM,F,Hour 1,Month 3,76.70455919,5.006180436,41.24884461
Entebbe,AM,F,Hour 1,Month 1,62.11257108,5.600177468,24.22988428
Entebbe,AM,F,Hour 1,Month 2,74.27985325,3.343109976,23.11889614
Entebbe,AM,F,Hour 3,Month 2,66.21449204,3.125119507,50.37985013
Entebbe,AM,F,Hour 1,Month 2,77.01041379,4.334529653,74.98825672
Entebbe,AM,F,Hour 2,Month 2,80.79857673,4.288074497,50.49217991
Entebbe,AM,F,Hour 1,Month 1,49.97482181,6.006051656,66.00687944
Entebbe,AM,F,Hour 1,Month 1,66.73002903,4.696195046,26.86964196
Entebbe,AM,F,Hour 1,Month 3,53.55101417,5.266651424,22.86497044
Entebbe,AM,F,Hour 3,Month 2,88.49437991,1.282513844,53.49425081
Entebbe,AM,F,Hour 2,Month 3,85.34178264,1.354489593,38.05644884
Entebbe,AM,F,Hour 1,Month 1,61.96249078,4.813044147,60.61590241
Entebbe,AM,F,Hour 2,Month 3,85.76336982,1.990814089,26.32500852
Entebbe,AM,F,Hour 2,Month 1,79.74685671,4.209723388,42.91401153
Entebbe,AM,F,Hour 1,Month 1,75.57132814,3.173237842,36.27132596
Entebbe,AM,F,Hour 1,Month 3,77.87079346,3.067921482,50.37044432
Entebbe,AM,F,Hour 1,Month 1,79.80778718,2.8519099,44.43368178
Entebbe,AM,F,Hour 1,Month 3,68.22040996,3.18552089,27.84699893
Entebbe,AM,F,Hour 2,Month 1,76.85245614,3.686354772,45.47798797
Entebbe,AM,F,Hour 3,Month 2,56.09169205,6.101109633,44.72316618
Entebbe,AM,F,Hour 1,Month 1,61.65328674,5.077431481,52.42596041
Entebbe,AM,F,Hour 3,Month 1,70.92474347,3.45744746,54.8089138
Entebbe,AM,F,Hour 1,Month 2,69.10661214,2.395794653,51.5112043
Entebbe,AM,F,Hour 1,Month 1,60.58386474,4.240984414,50.86948773
Entebbe,AM,F,Hour 1,Month 2,82.5390031,4.25772974,52.6606786
Entebbe,AM,F,Hour 1,Month 3,64.25340344,4.930838257,52.06918996
Entebbe,AM,F,Hour 1,Month 3,85.40216735,1.210424925,49.10783314
Entebbe,AM,F,Hour 1,Month 2,71.89839614,3.814011216,43.30603602
Entebbe,AM,F,Hour 1,Month 2,57.72318821,4.632531051,36.68750162
Entebbe,AM,F,Hour 1,Month 2,80.42474805,2.441777587,53.8425684
Entebbe,AM,F,Hour 3,Month 2,53.90943837,4.714534212,52.72545217
Entebbe,AM,F,Hour 2,Month 3,67.20821986,4.556275298,41.8381402
Entebbe,AM,F,Hour 3,Month 1,49.01217526,6.498377955,30.63100025
Entebbe,AM,F,Hour 1,Month 1,80.39218305,2.504285651,40.15125269
Entebbe,AM,F,Hour 3,Month 2,78.06508497,3.296510787,29.20410418
Entebbe,AM,F,Hour 1,Month 2,63.62549994,4.448618124,52.10654341
Entebbe,AM,F,Hour 2,Month 2,87.52079488,2.306305055,49.00541429
Entebbe,AM,F,Hour 3,Month 1,66.44911331,3.757568866,70.79944358
Entebbe,AM,F,Hour 2,Month 3,79.67631432,3.215758913,35.47985262
Entebbe,AM,F,Hour 3,Month 3,69.59439934,4.460384828,38.97527717
Entebbe,AM,F,Hour 1,Month 2,67.75102385,4.057944275,35.50780061
Entebbe,AM,F,Hour 2,Month 2,76.90690538,2.529502021,44.51289469
Entebbe,AM,F,Hour 2,Month 3,87.35006303,2.275113318,42.16387393
Entebbe,AM,F,Hour 1,Month 2,83.57458434,2.718178929,61.78170127
Entebbe,AM,F,Hour 3,Month 1,81.72944642,0.924443748,28.24834532
Entebbe,AM,F,Hour 2,Month 2,72.14241043,2.594534751,60.90117232
Entebbe,AM,F,Hour 2,Month 2,78.34112214,2.55329895,27.76003241
Entebbe,AM,F,Hour 2,Month 2,52.46857246,4.904356671,37.15270308
Entebbe,AM,F,Hour 2,Month 2,69.42942125,5.645711159,31.97117433
Entebbe,AM,F,Hour 1,Month 1,57.46764905,5.937181801,71.68982492
Entebbe,AM,F,Hour 2,Month 1,56.16003961,5.362586388,52.91511773
Entebbe,AM,F,Hour 2,Month 3,77.75151185,3.454169157,21.79738218
Entebbe,AM,F,Hour 1,Month 1,77.23051427,3.556650108,43.9773411
Entebbe,AM,F,Hour 3,Month 1,64.9325649,4.498817204,44.46368916
Entebbe,AM,F,Hour 2,Month 1,72.61220868,3.082690965,33.24166285
Entebbe,AM,F,Hour 3,Month 1,84.91508253,4.06826557,44.60351551
Entebbe,AM,F,Hour 2,Month 1,71.21913625,4.621364927,59.89361913
Entebbe,AM,F,Hour 2,Month 2,66.68332193,5.974787586,48.02654293
Entebbe,AM,F,Hour 2,Month 3,59.01586713,4.584633476,38.68740307
Entebbe,AM,F,Hour 3,Month 3,74.83023022,1.238478401,39.16472305
Entebbe,AM,F,Hour 1,Month 2,82.91378027,5.127508457,54.16321322
Entebbe,AM,F,Hour 1,Month 1,75.15422455,2.655903563,38.99068427
Entebbe,AM,F,Hour 2,Month 2,55.13498013,5.712605437,52.51702765
Entebbe,AM,F,Hour 2,Month 1,66.0942803,4.361770996,46.78303009
Entebbe,AM,F,Hour 1,Month 2,51.29129763,6.744665696,52.40220571
Entebbe,AM,F,Hour 3,Month 3,67.93629682,4.327456144,21.84795955
Entebbe,AM,F,Hour 2,Month 1,58.29559648,4.708267514,46.46193144
Entebbe,AM,F,Hour 1,Month 1,81.75805396,3.848284773,44.54859516
Entebbe,AM,F,Hour 1,Month 3,70.97544607,4.525354903,69.37976066
Entebbe,AM,F,Hour 3,Month 3,82.44206141,3.156550472,57.90989845
Entebbe,AM,F,Hour 2,Month 2,74.88470705,5.260753369,60.57664512
Entebbe,AM,F,Hour 2,Month 2,84.42098787,2.035138797,39.68268027
Entebbe,AM,F,Hour 1,Month 3,72.43611913,3.471382244,42.16128927
Entebbe,AM,F,Hour 3,Month 1,51.58221941,6.092998174,68.51623386
Entebbe,AM,F,Hour 3,Month 1,70.41174436,6.454443851,62.75513631
Entebbe,AM,F,Hour 1,Month 2,62.79232971,5.378436792,72.44189511
Entebbe,AM,F,Hour 1,Month 2,65.79629986,3.213682101,48.94574455
Entebbe,AM,F,Hour 2,Month 1,66.30111835,5.410175858,47.35088007
Entebbe,AM,F,Hour 2,Month 2,67.48774401,3.518187992,33.52200912
Entebbe,AM,F,Hour 1,Month 2,69.72971581,4.18251901,34.65414365
Entebbe,AM,F,Hour 1,Month 1,63.97186031,4.248632343,41.32054061
Entebbe,AM,F,Hour 3,Month 1,74.82074904,3.548898598,50.20910207
Entebbe,AM,F,Hour 1,Month 1,65.29898477,4.156615116,26.90390923
Entebbe,AM,F,Hour 2,Month 3,54.3072976,6.548340561,49.07793376
Entebbe,AM,F,Hour 2,Month 2,79.7206235,4.10932371,73.74686604
Entebbe,AM,F,Hour 2,Month 1,54.82374538,6.404879695,58.55062448
Entebbe,AM,F,Hour 3,Month 3,51.05027012,6.466069689,32.26025924
Entebbe,AM,F,Hour 2,Month 2,57.05164007,5.556107602,54.30524719
Entebbe,AM,F,Hour 2,Month 2,74.88544616,2.999088248,64.27549102
Entebbe,AM,F,Hour 1,Month 2,61.19870754,4.344627424,44.83455572
Entebbe,AM,F,Hour 1,Month 3,68.60693596,5.222098182,14.10399686
Entebbe,AM,F,Hour 1,Month 3,68.48759231,5.42889752,52.00756387
Entebbe,AM,F,Hour 3,Month 2,71.86873853,4.86062617,51.19049778
Entebbe,AM,F,Hour 1,Month 3,62.17804105,6.485922029,51.477529
